Team_name,Team_BPI,Team_DEF_I,Team_OFF_I
1393,9.6,-0.6,10.1
1328,9.5,6.9,2.6
1386,9.3,3.2,6.1
1279,9.3,-0.7,10.1
1307,9.3,4.1,5.2
1210,9.2,-0.5,9.8
1281,9.1,-1.0,10.1
1437,9.0,3.4,5.6
1433,9.0,8.6,0.4
1388,9.0,3.9,5.1
1424,8.6,6.0,2.6
1435,8.4,-1.6,10.0
1268,8.3,2.4,5.9
