"Team_name","Team_PTS","Team_FGM","Team_FGA","Team_ThreePM","Team_ThreePA","Team_FTM","Team_FTA","Team_OR","Team_DR","Team_REB","Team_AST","Team_STL","Team_BLK","Team_TO","Team_PF","Team_FG_percent","Team_ThreeP_percent","Team_FT_percent"
"North Florida Ospreys","84.3","29.4","60.7","12.1","29.5","13.4","18.4","8.6","25.7","34.4","16.4","5.2","5.1","11.3","16.2","48.4","41.0","72.8"
"Washington Huskies","83.9","28.4","66.6","7.3","22.1","19.9","27.4","13.9","26.0","39.9","14.4","7.6","6.6","13.8","23.9","42.6","33.1","72.5"
"Detroit Mercy Titans","83.7","29.0","62.3","7.9","21.0","17.9","25.6","12.0","25.7","37.7","13.2","6.9","4.3","13.6","22.8","46.5","37.5","69.8"
"Green Bay Phoenix","83.7","29.1","65.3","7.1","20.3","18.4","28.0","12.7","25.8","38.5","13.9","9.9","4.6","12.3","20.1","44.6","34.9","65.7"
"BYU Cougars","83.6","29.6","64.0","8.9","23.3","15.4","22.4","11.9","29.0","40.9","16.5","6.9","4.4","11.7","18.6","46.3","38.2","69.0"
"North Carolina Tar Heels","82.8","30.9","64.0","5.6","17.1","15.4","20.7","14.2","26.4","40.6","17.8","6.7","4.4","10.8","18.0","48.2","32.7","74.7"
"Indiana Hoosiers","82.6","29.2","58.1","9.9","23.7","14.4","19.7","11.8","25.0","36.8","16.0","6.8","3.9","13.5","18.5","50.2","41.6","73.1"
"Belmont Bruins","82.4","28.6","57.8","10.6","29.1","14.8","20.3","8.5","26.0","34.5","17.0","4.5","2.5","14.1","20.0","49.5","36.3","72.6"
"Winthrop Eagles","82.2","27.8","58.4","8.9","24.0","17.7","23.6","9.1","27.2","36.3","11.8","5.4","5.4","12.6","18.9","47.6","37.1","74.9"
"Iowa State Cyclones","81.8","31.1","61.7","8.4","21.7","11.3","16.1","8.7","26.9","35.5","16.5","6.2","4.1","11.4","15.5","50.3","38.7","70.2"
"Eastern Washington Eagles","81.4","28.3","58.5","10.5","27.2","14.4","21.1","9.4","23.9","33.3","13.2","5.9","3.8","11.2","19.4","48.3","38.5","68.3"
"Kansas Jayhawks","81.3","28.7","58.1","8.0","19.2","15.8","22.2","10.6","27.4","38.0","15.9","6.7","4.2","12.6","18.9","49.5","41.8","71.3"
"Duke Blue Devils","81.1","27.3","59.3","9.1","23.6","17.4","24.1","11.8","24.3","36.1","13.3","6.3","4.3","9.8","16.8","46.0","38.5","72.3"
"Eastern Kentucky Colonels","80.5","27.9","56.8","8.3","21.1","16.5","22.6","8.8","23.4","32.2","15.9","7.0","3.1","14.7","21.5","49.1","39.5","73.0"
"USC Trojans","80.5","28.9","62.9","7.8","20.2","14.9","22.1","11.8","27.5","39.3","14.8","6.3","5.4","12.2","17.4","46.0","38.7","67.6"
"Xavier Musketeers","80.5","27.3","60.4","7.5","20.6","18.4","25.2","12.8","28.1","40.9","16.1","7.2","3.0","12.6","19.9","45.2","36.3","73.0"
"Arizona Wildcats","80.4","27.8","57.9","6.5","17.1","18.3","25.4","11.6","28.6","40.2","14.3","4.8","4.7","13.0","18.3","48.0","38.1","72.1"
"Stetson Hatters","80.3","28.3","62.5","8.3","22.8","15.4","21.3","9.6","26.0","35.6","15.3","6.3","2.4","12.3","18.1","45.2","36.4","72.1"
"Stephen F. Austin Lumberjacks","80.2","28.6","59.8","7.9","21.8","15.1","20.6","11.9","23.1","35.0","18.7","9.1","3.6","12.1","20.6","47.8","36.3","73.5"
"Michigan State Spartans","80.2","28.9","59.4","9.2","21.1","13.1","18.1","12.2","29.4","41.6","20.7","4.6","5.1","11.9","19.2","48.8","43.6","72.6"
"Butler Bulldogs","79.9","27.8","59.7","7.2","18.2","17.2","23.5","11.1","24.8","35.9","14.2","6.9","3.2","10.2","19.6","46.6","39.3","73.1"
"Oklahoma Sooners","79.7","27.5","60.1","10.3","24.5","14.3","19.8","11.0","27.3","38.3","14.5","6.7","5.1","13.1","17.0","45.8","42.2","72.2"
"Iona Gaels","79.6","27.8","60.9","9.9","26.8","14.0","19.7","10.5","26.4","36.9","16.7","7.5","4.1","12.8","19.4","45.7","37.0","71.1"
"Creighton Bluejays","79.6","28.0","59.5","8.1","23.0","15.6","22.3","9.5","27.6","37.1","15.3","6.0","3.1","11.6","18.9","47.0","35.2","70.0"
"Louisiana Ragin' Cajuns","79.6","27.4","61.7","6.5","21.1","18.3","26.2","14.3","27.2","41.5","12.7","6.4","3.6","12.5","18.7","44.4","31.0","69.8"
"Duquesne Dukes","79.5","27.9","60.5","9.5","26.0","14.2","20.5","10.2","29.0","39.2","15.6","4.7","3.8","13.9","20.3","46.2","36.5","69.1"
"Louisiana Tech Bulldogs","79.5","27.7","60.5","7.1","21.3","17.0","25.5","10.8","27.2","38.1","14.0","7.5","4.3","12.5","18.1","45.8","33.2","66.5"
"Monmouth Hawks","79.5","26.8","61.5","7.8","21.4","18.1","23.6","10.8","28.0","38.8","12.3","8.2","3.6","12.3","21.3","43.5","36.6","76.8"
"Purdue Fort Wayne Mastodons","79.4","27.4","59.3","10.4","25.4","14.2","19.7","10.1","26.1","36.2","15.1","5.6","3.3","12.3","17.3","46.2","41.0","72.0"
"Northwestern State Demons","79.4","27.5","60.3","7.4","20.6","17.0","22.3","10.2","22.6","32.8","15.5","6.2","3.2","14.5","20.0","45.6","35.8","76.6"
"Colorado State Rams","79.4","25.8","60.7","9.6","26.4","18.2","25.3","13.0","27.0","40.0","13.4","3.9","2.3","11.6","19.3","42.5","36.4","71.8"
"Kentucky Wildcats","79.4","28.6","59.7","6.7","18.3","15.6","22.5","12.9","26.0","38.9","14.3","5.6","5.8","11.1","20.5","47.8","36.4","69.1"
"UNC Wilmington Seahawks","79.4","28.1","61.8","7.0","20.5","16.2","23.0","12.0","25.5","37.5","13.3","7.5","4.3","11.3","24.0","45.5","34.0","70.3"
"Milwaukee Panthers","79.3","26.6","58.4","9.3","25.5","16.8","21.8","9.7","26.5","36.2","17.2","4.5","2.6","11.0","17.0","45.6","36.3","77.2"
"Princeton Tigers","79.1","27.6","59.5","9.7","25.4","14.2","20.0","9.9","26.9","36.9","14.9","7.1","3.6","11.4","17.3","46.4","38.3","71.2"
"Davidson Wildcats","79.0","27.1","61.3","9.6","27.0","15.2","20.0","9.5","25.5","35.0","15.1","4.7","3.1","10.2","17.2","44.2","35.5","76.1"
"UAB Blazers","79.0","28.5","59.7","7.6","20.4","14.3","19.8","11.1","27.0","38.1","18.4","6.5","6.1","12.5","17.5","47.8","37.2","72.2"
"Bucknell Bison","79.0","26.8","57.7","7.5","20.6","17.8","25.0","10.2","26.5","36.7","15.8","6.6","3.2","13.6","21.2","46.5","36.5","71.4"
"UT Arlington Mavericks","78.9","27.3","64.3","8.8","26.9","15.5","22.3","14.9","28.9","43.7","16.9","7.5","2.8","13.8","20.9","42.5","32.6","69.6"
"Gonzaga Bulldogs","78.9","28.1","57.8","7.8","20.5","14.9","19.7","10.6","29.0","39.6","13.9","5.1","3.1","11.6","17.3","48.6","38.0","75.8"
"Hofstra Pride","78.9","26.9","60.3","8.5","23.9","16.6","24.1","11.8","27.2","39.0","15.0","6.3","3.2","11.9","15.9","44.6","35.6","68.9"
"LSU Tigers","78.8","27.7","60.3","6.2","18.8","17.2","25.9","11.2","26.1","37.3","15.4","8.0","2.7","11.9","18.5","46.0","32.7","66.5"
"Oregon Ducks","78.7","27.4","58.7","6.8","19.9","17.1","23.9","11.6","24.7","36.4","13.6","7.2","5.8","11.3","17.7","46.7","34.3","71.4"
"West Virginia Mountaineers","78.5","26.9","60.1","6.0","18.4","18.7","27.8","15.9","23.5","39.4","14.6","9.8","2.7","14.2","23.4","44.9","32.5","67.3"
"Lipscomb Bisons","78.5","26.9","61.1","10.0","27.9","14.6","21.1","10.2","26.3","36.4","16.6","6.3","3.0","13.9","19.0","44.0","35.9","69.5"
"Ohio Bobcats","78.5","26.8","56.9","8.5","21.9","16.5","21.7","8.2","27.5","35.8","13.9","4.5","3.7","11.8","18.1","47.0","38.6","75.9"
"Northwestern State Demons","84.0","29.6","64.1","8.3","23.1","16.6","22.2","11.6","22.9","34.6","15.9","7.6","4.5","12.3","18.6","46.1","35.7","74.9"
"BYU Cougars","83.7","27.9","59.7","8.6","21.8","19.4","25.3","12.0","26.5","38.5","17.0","7.3","2.9","11.9","20.6","46.7","39.3","76.6"
"Eastern Washington Eagles","80.6","27.9","58.4","9.8","24.6","14.9","20.5","10.0","23.8","33.8","13.0","6.3","4.8","10.7","17.7","47.8","40.0","72.6"
"VMI Keydets","80.5","27.6","69.1","11.4","35.9","13.8","20.2","14.5","24.8","39.3","13.6","8.5","5.9","15.0","21.5","40.0","31.7","68.4"
"Iona Gaels","79.5","27.1","58.6","9.8","24.8","15.4","21.9","9.9","26.1","36.0","16.4","6.5","3.9","12.2","17.3","46.3","39.6","70.1"
"Duke Blue Devils","79.3","28.2","56.2","7.3","18.8","15.6","22.4","11.4","25.4","36.8","15.1","7.1","3.8","10.8","15.6","50.2","38.7","69.9"
"Incarnate Word Cardinals","79.2","26.7","56.8","7.0","19.0","18.9","25.8","9.2","24.2","33.4","13.2","7.9","4.4","11.3","18.5","46.9","37.1","73.4"
"Davidson Wildcats","79.0","28.1","60.1","10.7","27.4","12.2","17.3","10.5","25.3","35.8","17.1","5.3","2.9","9.5","18.8","46.7","39.1","70.5"
"Murray State Racers","79.0","27.5","57.0","7.5","19.4","16.5","23.7","12.1","24.9","36.9","15.5","7.2","3.2","11.7","18.5","48.2","38.7","69.7"
"Gonzaga Bulldogs","78.7","28.5","54.8","6.9","17.4","14.7","21.2","10.3","27.6","37.9","16.3","5.9","3.3","10.4","16.8","52.0","40.0","69.0"
"Stephen F. Austin Lumberjacks","78.6","26.8","55.0","7.7","20.4","17.3","23.5","12.1","22.4","34.6","17.5","7.6","3.5","14.0","21.6","48.7","37.9","73.6"
"Hofstra Pride","78.5","26.5","59.2","8.9","24.6","16.5","23.6","11.8","24.6","36.5","15.4","7.5","2.6","11.1","19.1","44.8","36.2","70.0"
"Central Michigan Chippewas","78.3","26.5","56.8","10.1","27.0","15.2","20.9","10.2","23.5","33.8","14.0","7.1","2.6","10.2","17.6","46.7","37.3","72.5"
"Notre Dame Fighting Irish","78.0","27.6","54.2","7.9","20.4","14.8","19.9","8.2","24.2","32.4","15.2","6.7","3.6","9.4","14.2","50.9","39.0","74.2"
"Iowa State Cyclones","77.8","27.6","58.0","7.7","21.4","14.8","21.2","9.5","26.4","35.9","16.1","6.4","3.9","11.0","15.5","47.6","36.2","69.6"
"North Carolina Tar Heels","77.7","28.9","60.8","4.8","13.5","15.0","21.4","13.8","26.7","40.6","17.4","6.6","4.2","12.7","19.4","47.6","35.8","70.1"
"Louisiana Ragin' Cajuns","77.5","27.1","59.0","6.7","18.6","16.6","23.6","12.6","26.9","39.5","14.7","6.6","4.0","14.6","18.5","45.9","35.8","70.6"
"Indiana Hoosiers","77.4","27.1","58.5","9.4","23.1","13.8","19.1","12.0","24.0","36.0","13.9","5.0","3.2","11.5","17.8","46.4","40.6","71.9"
"Arkansas Razorbacks","77.4","27.2","61.0","6.6","18.9","16.5","22.8","13.1","22.8","35.8","16.1","7.7","4.7","11.9","19.0","44.5","34.9","72.4"
"Omaha Mavericks","76.8","26.4","59.4","6.2","18.6","17.7","25.4","11.1","23.7","34.8","12.1","8.2","3.2","13.5","20.3","44.5","33.2","69.6"
"Idaho Vandals","76.7","26.8","57.5","7.9","19.1","15.2","21.4","10.4","25.8","36.2","13.5","4.7","1.9","12.0","21.1","46.6","41.3","70.9"
"Arizona Wildcats","76.6","26.6","54.4","5.1","14.1","18.4","25.6","10.8","26.0","36.8","13.9","7.2","3.4","11.0","17.9","48.8","36.0","71.9"
"Villanova Wildcats","76.5","25.4","54.2","9.1","23.3","16.6","22.6","10.3","24.0","34.3","15.8","7.7","4.1","10.6","16.5","47.0","38.9","73.1"
"North Florida Ospreys","75.7","25.6","54.6","9.1","23.1","15.4","21.3","9.7","25.1","34.8","14.5","6.1","4.2","12.5","16.2","47.0","39.1","72.3"
"Oregon Ducks","75.4","27.6","59.5","7.3","20.2","12.9","17.0","10.3","25.7","36.1","14.1","5.8","4.4","11.7","18.2","46.3","36.2","76.0"
"Ohio State Buckeyes","75.3","27.5","57.0","6.7","18.2","13.5","19.8","11.1","24.4","35.5","15.3","7.6","5.1","11.3","16.1","48.3","37.0","68.0"
"Toledo Rockets","75.2","26.2","55.7","5.9","16.2","17.0","22.9","10.9","25.6","36.5","13.1","5.2","3.3","12.3","17.1","47.0","36.6","74.2"
"Gardner-Webb Runnin' Bulldogs","74.8","26.0","57.9","8.2","23.5","14.7","21.9","11.1","24.0","35.0","16.1","6.7","2.4","12.3","16.3","44.8","35.0","66.9"
"Northern Colorado Bears","74.7","26.8","56.4","6.8","17.8","14.3","20.1","11.3","21.2","32.5","12.3","6.5","2.0","10.4","19.8","47.5","38.1","71.4"
"Buffalo Bulls","74.6","25.4","58.2","6.0","17.7","17.8","24.8","12.7","25.5","38.2","13.1","7.5","4.0","11.5","18.4","43.5","34.1","71.9"
"Kentucky Wildcats","74.4","25.8","55.1","5.2","14.9","17.6","24.2","12.6","25.4","38.0","14.2","6.5","6.9","10.5","17.1","46.8","34.9","72.6"
"Belmont Bruins","74.2","26.0","54.6","10.0","26.2","12.3","17.7","9.3","23.8","33.1","15.3","6.3","2.0","13.7","16.6","47.6","38.0","69.2"
"Oakland Golden Grizzlies","74.2","26.0","56.2","7.8","21.7","14.5","21.1","10.3","23.3","33.6","15.7","5.9","1.7","12.6","17.3","46.2","36.2","68.6"
"Minnesota Golden Gophers","74.2","27.0","58.3","7.4","19.3","12.9","19.2","10.7","22.3","32.9","15.7","9.5","3.3","12.1","18.1","46.3","38.1","67.2"
"Sam Houston Bearkats","74.1","24.2","56.3","7.6","23.1","18.1","25.7","13.2","27.0","40.3","14.7","6.5","4.4","13.0","20.3","42.9","32.9","70.6"
"Charlotte 49ers","73.8","26.8","57.9","6.3","16.7","13.9","21.4","11.9","24.5","36.4","13.7","6.5","2.5","13.6","17.4","46.3","37.7","65.0"
"Sacred Heart Pioneers","73.8","27.3","59.7","5.3","16.5","13.8","21.4","12.5","25.8","38.3","14.7","6.6","3.4","13.7","18.4","45.7","31.9","64.7"
"Winthrop Eagles","73.6","25.4","56.5","7.8","21.9","15.0","20.8","10.4","24.8","35.2","12.1","7.0","4.4","12.1","17.9","44.9","35.9","72.4"
"Lafayette Leopards","73.5","26.4","54.5","7.9","19.4","12.8","16.6","8.5","22.3","30.8","15.6","5.5","2.5","11.1","15.6","48.5","40.8","76.7"
"South Dakota State Jackrabbits","73.5","24.8","54.8","8.0","20.9","15.9","22.3","9.6","26.2","35.8","12.2","5.5","3.7","11.4","19.7","45.2","38.3","71.3"
"Charleston Southern Buccaneers","73.5","25.1","59.5","9.3","27.3","14.0","20.4","13.0","24.8","37.8","12.8","6.9","2.2","11.4","17.4","42.1","34.1","68.7"
"LSU Tigers","73.4","27.0","59.5","5.7","16.9","13.6","19.9","12.2","27.1","39.2","15.6","7.3","6.2","14.4","15.6","45.5","33.9","68.4"
"East Tennessee State Buccaneers","73.4","24.1","57.1","9.3","25.5","15.9","22.0","11.0","24.0","35.1","12.7","7.8","2.8","12.7","20.4","42.2","36.6","72.2"
"Xavier Musketeers","73.3","25.8","54.4","6.3","18.0","15.3","20.9","9.8","24.8","34.6","16.1","6.0","2.9","12.1","17.8","47.5","35.1","73.0"
"William & Mary Tribe","73.2","25.3","52.3","8.9","22.3","13.7","18.7","7.5","24.8","32.3","14.8","6.2","4.2","11.5","15.5","48.3","39.8","73.4"
"Louisiana Tech Bulldogs","73.1","26.3","58.7","6.9","21.0","13.7","19.9","10.4","23.2","33.6","14.0","8.4","5.8","10.8","16.6","44.7","32.8","68.9"
"High Point Panthers","72.9","26.1","55.0","6.2","16.2","14.5","19.7","9.8","23.1","32.9","14.8","6.2","2.8","11.4","15.6","47.5","38.5","73.5"
"Hawai'i Rainbow Warriors","72.9","25.7","58.7","6.5","20.1","14.9","21.8","12.0","23.1","35.2","13.3","9.6","4.0","13.3","20.3","43.8","32.2","68.6"
"Radford Highlanders","72.8","26.2","57.2","6.2","18.6","14.1","20.4","12.1","24.4","36.5","13.2","7.1","4.4","12.0","18.0","45.8","33.4","69.1"
"Ole Miss Rebels","72.8","24.9","58.9","6.5","19.5","16.4","21.3","12.6","25.1","37.8","13.2","6.6","3.8","11.1","19.6","42.3","33.2","77.3"
"VMI Keydets","88.3","31.1","69.7","8.9","27.5","17.1","24.1","14.4","27.1","41.5","14.0","7.3","6.2","10.6","18.9","44.6","32.5","71.3"
"Northwestern State Demons","86.6","30.9","65.7","5.7","17.0","19.2","25.9","12.7","25.5","38.2","16.5","8.7","5.3","13.5","20.5","47.0","33.4","74.1"
"BYU Cougars","83.7","28.9","62.5","5.1","14.2","20.9","30.1","13.2","27.7","40.9","15.5","7.2","2.9","11.3","19.7","46.3","35.5","69.2"
"Iona Gaels","83.6","28.7","58.9","10.2","25.8","16.0","22.4","8.7","24.4","33.2","17.5","6.6","3.7","10.6","17.7","48.7","39.6","71.4"
"Iowa State Cyclones","83.0","29.5","62.2","8.4","23.3","15.7","22.6","10.4","28.1","38.5","18.4","5.9","2.9","10.6","17.3","47.4","35.8","69.3"
"Southeast Missouri State Redhawks","82.9","30.0","60.1","6.8","19.0","16.1","23.2","11.3","26.0","37.2","16.7","7.1","4.3","13.1","20.0","49.9","35.9","69.2"
"Incarnate Word Cardinals","82.1","28.6","58.6","7.5","19.3","17.4","25.5","11.1","28.5","39.6","15.8","6.6","4.3","13.9","17.8","48.8","38.9","68.4"
"Oklahoma Sooners","81.9","27.5","61.6","8.6","22.8","18.2","24.3","12.1","25.6","37.6","14.6","6.8","3.3","11.4","18.9","44.7","37.9","74.9"
"Oregon Ducks","81.9","27.3","58.1","7.6","19.6","19.6","25.4","10.5","23.6","34.1","14.5","7.7","3.3","11.4","21.3","46.9","38.9","77.2"
"Iowa Hawkeyes","81.5","27.8","60.1","5.8","16.5","20.0","27.2","13.5","26.8","40.4","16.1","7.1","5.0","11.2","18.2","46.3","35.0","73.5"
"Charleston Southern Buccaneers","81.4","27.7","60.5","9.7","25.5","16.2","22.2","11.8","25.6","37.5","13.7","6.5","2.8","10.8","18.2","45.8","38.3","73.0"
"UCLA Bruins","81.2","29.0","59.4","6.2","16.3","17.0","22.7","9.9","25.4","35.4","17.2","9.2","3.0","10.2","17.6","48.9","38.0","74.9"
"Louisville Cardinals","81.0","28.4","60.3","7.8","21.2","16.4","24.9","13.6","24.1","37.7","15.4","10.0","4.7","10.6","19.5","47.1","36.8","66.1"
"Louisiana Tech Bulldogs","81.0","27.9","61.7","7.7","23.5","17.4","25.6","12.9","26.2","39.1","15.7","9.2","5.1","11.5","19.1","45.3","32.9","67.9"
"Louisiana Ragin' Cajuns","81.0","28.1","60.4","6.9","18.9","17.8","26.4","13.6","24.3","37.9","13.4","7.2","4.2","13.5","21.1","46.6","36.5","67.4"
"Oklahoma State Cowboys","80.2","26.4","57.1","7.0","19.3","20.4","28.4","9.8","25.6","35.4","13.6","7.6","4.7","10.5","20.0","46.3","36.4","71.9"
"Arkansas Razorbacks","80.1","27.3","61.9","7.4","20.5","18.1","24.9","11.9","24.1","35.9","15.3","8.4","5.6","11.5","20.7","44.1","36.2","72.6"
"Hawai'i Rainbow Warriors","80.0","27.9","59.0","5.7","17.0","18.4","25.5","12.7","23.2","35.9","14.1","6.1","3.5","11.8","19.4","47.3","33.5","72.2"
"Omaha Mavericks","79.9","27.7","61.5","6.8","20.3","17.8","23.3","10.6","23.9","34.4","15.4","8.3","2.7","12.6","18.6","45.0","33.7","76.5"
"Belmont Bruins","79.9","27.3","54.8","9.0","22.9","16.3","22.1","8.8","22.4","31.2","15.9","6.9","2.4","12.9","20.4","49.8","39.2","73.9"
"Delaware Blue Hens","79.5","26.7","60.2","7.2","20.8","18.8","26.4","11.0","25.1","36.1","10.8","5.9","3.5","9.5","18.9","44.4","34.7","71.1"
"Toledo Rockets","79.2","27.3","58.7","5.7","16.5","18.9","26.1","12.4","23.4","35.8","15.0","6.8","3.0","10.2","17.4","46.5","34.5","72.5"
"Kansas Jayhawks","79.0","27.3","55.3","5.4","15.9","19.0","26.7","11.9","26.3","38.2","14.9","5.8","5.6","13.2","20.9","49.3","34.0","71.1"
"Duke Blue Devils","78.9","26.6","57.6","9.1","23.1","16.6","22.7","12.1","22.4","34.5","14.6","7.0","3.0","9.6","19.2","46.2","39.1","73.1"
"Quinnipiac Bobcats","78.8","26.1","61.5","5.4","15.2","21.2","29.6","16.7","28.7","45.4","12.6","3.6","4.6","12.6","19.5","42.4","35.7","71.6"
"Mercer Bears","78.8","27.3","57.3","8.1","21.0","16.2","22.0","11.3","25.9","37.2","16.3","5.9","4.1","11.7","18.4","47.6","38.4","73.6"
"Creighton Bluejays","78.7","27.3","55.1","10.2","24.5","13.9","18.7","8.4","25.7","34.1","17.5","4.0","1.4","9.8","17.7","49.7","41.4","74.3"
"Eastern Kentucky Colonels","78.7","25.9","53.2","9.3","23.7","17.6","23.5","7.1","18.9","26.0","14.6","8.8","2.0","10.6","20.8","48.7","39.0","75.2"
"Davidson Wildcats","78.5","27.2","56.9","8.3","22.0","15.9","22.3","9.8","23.1","32.9","13.7","5.4","1.8","11.5","20.2","47.7","37.6","71.6"
"Canisius Golden Griffins","78.3","26.9","58.5","8.0","20.6","16.6","22.4","11.3","22.1","33.4","12.5","6.9","3.8","11.6","18.0","45.9","38.6","74.0"
"Radford Highlanders","78.0","27.8","58.1","6.3","17.4","16.1","23.4","11.3","23.3","34.7","13.1","7.1","3.7","10.9","18.9","47.8","36.2","68.8"
"Villanova Wildcats","78.0","25.6","56.1","8.9","25.1","17.9","24.9","11.1","26.0","37.1","15.4","6.9","4.1","11.9","19.7","45.6","35.6","71.6"
"Murray State Racers","77.9","26.5","55.8","7.4","19.7","17.4","26.0","11.7","24.6","36.3","13.1","6.0","4.4","12.4","18.4","47.5","37.6","67.2"
"UNC Asheville Bulldogs","77.7","26.1","57.3","7.0","18.8","18.5","24.8","12.0","25.5","37.6","12.6","6.5","6.0","13.7","19.1","45.6","37.1","74.5"
"Georgia State Panthers","77.6","26.4","56.5","7.5","19.8","17.2","22.3","8.4","23.3","31.6","13.4","7.7","4.8","8.1","17.3","46.8","37.8","77.3"
"West Virginia Mountaineers","77.2","26.2","59.8","7.8","20.5","16.8","23.4","11.9","23.7","35.6","13.1","6.2","3.0","9.8","20.7","43.9","38.1","72.1"
"Purdue Fort Wayne Mastodons","77.1","27.1","55.0","7.9","20.2","15.0","22.6","10.5","23.3","33.8","14.6","6.8","2.5","12.2","16.7","49.3","39.3","66.3"
"New Mexico State Aggies","77.0","26.0","53.3","5.4","14.5","19.6","28.5","11.9","25.5","37.4","13.2","4.7","6.2","12.7","17.1","48.8","37.1","68.6"
"Manhattan Jaspers","77.0","25.1","55.7","6.3","17.1","20.5","30.9","12.6","24.8","37.4","13.1","8.3","6.1","14.2","24.2","45.1","36.9","66.3"
"Youngstown State Penguins","76.9","26.1","56.9","7.8","22.3","16.9","23.0","9.3","24.0","33.3","15.6","6.7","2.7","11.2","18.9","45.9","35.0","73.4"
"Memphis Tigers","76.9","28.2","59.1","5.4","16.2","15.2","23.6","12.6","24.7","37.3","17.4","8.6","4.7","13.2","18.0","47.7","33.0","64.4"
"East Tennessee State Buccaneers","76.8","25.1","58.4","7.9","21.7","18.7","25.1","10.5","24.5","35.1","12.3","7.7","3.1","11.7","20.0","43.0","36.3","74.8"
"Cal State Northridge Matadors","76.8","25.4","55.9","4.2","11.5","21.9","27.6","11.1","24.5","35.6","13.5","6.9","2.7","12.8","20.5","45.4","36.7","79.1"
"Gonzaga Bulldogs","76.7","27.0","54.5","7.1","17.9","15.6","22.0","9.5","26.3","35.9","14.6","6.5","3.9","11.6","18.3","49.5","39.7","70.9"
"North Carolina Tar Heels","76.6","28.0","60.5","4.3","12.8","16.2","25.9","14.2","25.5","39.7","15.4","7.3","4.7","11.9","20.3","46.3","33.6","62.6"
"Morehead State Eagles","76.6","25.3","56.6","5.5","18.5","20.4","29.2","14.1","24.3","38.5","13.4","8.0","3.0","15.6","23.4","44.8","29.9","69.9"
"UT Arlington Mavericks","76.3","25.5","58.3","8.1","23.4","17.3","24.5","11.7","25.4","37.0","12.2","5.1","3.8","13.5","19.8","43.7","34.6","70.6"
"Austin Peay Governors","76.2","26.6","54.4","5.3","15.3","17.8","26.8","9.9","23.4","33.3","14.8","6.9","5.2","15.7","17.2","48.8","34.4","66.5"
"Boise State Broncos","76.2","26.2","57.4","7.8","20.9","16.1","21.5","11.0","23.4","34.4","11.9","6.0","2.1","10.0","19.2","45.6","37.2","74.9"
"Eastern Washington Eagles","76.2","26.2","57.8","8.1","21.8","15.6","22.6","10.6","25.9","36.5","13.5","4.7","4.3","12.0","19.5","45.4","37.1","69.3"
"Iona Gaels","80.4","28.1","61.9","8.3","22.7","15.8","20.3","11.6","24.5","36.1","15.4","6.5","3.0","12.4","17.1","45.4","36.7","78.1"
"Northwestern State Demons","80.0","28.7","62.7","5.9","18.8","16.6","24.2","13.6","25.3","38.9","15.3","9.6","4.7","14.0","19.3","45.8","31.4","68.6"
"Iowa State Cyclones","79.4","27.5","60.3","9.9","26.4","14.5","19.9","12.1","26.3","38.3","16.0","6.4","2.8","13.1","16.9","45.6","37.4","73.1"
"Long Island University Sharks","78.7","26.9","56.1","7.2","19.0","17.7","25.6","11.9","23.5","35.4","15.2","6.8","3.4","14.3","17.6","48.0","38.0","69.0"
"Indiana Hoosiers","78.6","26.4","54.8","7.1","17.7","18.7","25.1","12.2","26.1","38.3","14.3","7.1","3.6","13.0","16.6","48.2","40.3","74.3"
"VMI Keydets","78.2","28.1","64.9","9.1","28.0","12.8","19.5","13.5","24.7","38.2","15.0","8.1","4.4","13.2","17.3","43.4","32.5","65.7"
"Houston Cougars","78.1","27.6","59.5","6.0","16.7","16.8","23.7","12.1","26.6","38.7","15.2","6.7","3.8","13.1","18.1","46.4","36.1","71.0"
"Detroit Mercy Titans","77.8","27.5","60.3","7.1","20.8","15.7","21.5","11.3","21.6","32.9","14.6","8.3","3.4","10.9","17.8","45.6","34.2","72.9"
"VCU Rams","77.5","28.3","62.5","7.9","22.3","13.0","18.5","13.7","20.8","34.5","14.7","11.8","3.1","11.6","19.5","45.3","35.5","70.1"
"Ole Miss Rebels","77.5","27.1","62.1","6.7","20.5","16.5","24.4","13.3","25.6","38.9","12.5","8.2","5.1","11.3","16.9","43.7","32.5","67.8"
"NC State Wolfpack","77.4","28.1","56.8","5.3","13.5","15.8","23.2","11.3","25.4","36.7","14.6","6.5","4.2","12.4","15.6","49.6","39.1","68.1"
"Duke Blue Devils","77.2","26.7","56.5","7.5","18.8","16.3","22.1","9.4","24.2","33.6","14.3","6.4","3.8","10.6","17.9","47.2","39.9","73.9"
"BYU Cougars","77.1","27.8","60.8","5.9","17.5","15.7","21.6","12.0","26.8","38.9","16.0","8.1","2.5","12.0","18.8","45.7","33.8","72.8"
"Gonzaga Bulldogs","77.0","27.5","55.3","6.5","17.4","15.7","22.2","11.7","25.7","37.4","15.1","7.9","2.7","11.2","15.7","49.7","37.1","70.5"
"Belmont Bruins","76.8","27.5","55.9","8.5","22.1","13.4","18.3","9.3","22.5","31.8","15.6","9.8","2.7","13.3","18.3","49.1","38.3","73.2"
"North Carolina Tar Heels","76.7","28.5","64.6","7.4","19.8","12.3","18.4","13.7","25.2","38.8","17.1","8.5","3.3","12.4","14.9","44.1","37.3","67.1"
"Cal State Fullerton Titans","76.6","26.7","56.8","8.3","22.0","14.8","19.6","8.4","21.3","29.7","14.8","7.8","1.6","12.5","18.6","47.0","37.8","75.8"
